val_loss,val_rank_loss,val_ce_loss,val_kl_loss,val_reg_loss,val_dist_loss,val_mae_exp_metric,val_mae_max_metric,epoch,step,train_loss_epoch,train_rank_loss_epoch,train_ce_loss_epoch,train_kl_loss_epoch,train_reg_loss_epoch,train_dist_loss_epoch,train_mae_exp_metric_epoch,train_mae_max_metric_epoch,train_loss_step,train_rank_loss_step,train_ce_loss_step,train_kl_loss_step,train_reg_loss_step,train_dist_loss_step,train_mae_exp_metric_step,train_mae_max_metric_step,test_loss,test_rank_loss,test_ce_loss,test_kl_loss,test_reg_loss,test_dist_loss,test_mae_exp_metric,test_mae_max_metric
15.176252365112305,0.0,1.9263042211532593,1.6389825344085693,11.610965728759766,0.0,11.610965728759766,11.610965728759766,10,461,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,461,24.94733224596296,0.0,2.079352617263794,2.0536701679229736,20.814306259155273,0.0,20.814306259155273,20.814306259155273,,,,,,,,,,,,,,,,
,,,,,,,,11,499,,,,,,,,,26.906478881835938,0.0,2.7890625,2.4230892658233643,21.694326400756836,0.0,21.694326400756836,21.694326400756836,,,,,,,,
15.388399124145508,0.0,1.9256809949874878,1.8707275390625,11.59199047088623,0.0,11.59199047088623,11.59199047088623,11,503,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,503,23.084829483713424,0.0,1.9194974899291992,1.4837251901626587,19.68160629272461,0.0,19.68160629272461,19.68160629272461,,,,,,,,,,,,,,,,
15.828104972839355,0.0,1.8630335330963135,2.178492784500122,11.786578178405762,0.0,11.786578178405762,11.786578178405762,12,545,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13,545,24.700412897836593,0.0,1.7823079824447632,2.6768481731414795,20.241256713867188,0.0,20.241256713867188,20.241256713867188,,,,,,,,,,,,,,,,
,,,,,,,,13,549,,,,,,,,,27.051494598388672,0.0,1.86669921875,4.816948890686035,20.367847442626953,0.0,20.367847442626953,20.367847442626953,,,,,,,,
16.489788055419922,0.0,2.549412488937378,2.008561134338379,11.931815147399902,0.0,11.931815147399902,11.931815147399902,13,587,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,14,587,22.8205090817951,0.0,2.0186703205108643,1.840228796005249,18.961612701416016,0.0,18.961612701416016,18.961612701416016,,,,,,,,,,,,,,,,
,,,,,,,,14,599,,,,,,,,,35.965003967285156,0.0,6.779296875,5.771543025970459,23.414161682128906,0.0,23.414161682128906,23.414161682128906,,,,,,,,
13.522026062011719,0.0,1.603071689605713,1.4810404777526855,10.43791389465332,0.0,10.43791389465332,10.43791389465332,14,629,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,15,629,24.00588529450553,0.0,2.11614990234375,1.7803223133087158,20.10941505432129,0.0,20.10941505432129,20.10941505432129,,,,,,,,,,,,,,,,
,,,,,,,,15,649,,,,,,,,,25.32820701599121,0.0,1.97216796875,0.7057132720947266,22.650325775146484,0.0,22.650325775146484,22.650325775146484,,,,,,,,
13.352263450622559,0.0,1.652227759361267,1.7688448429107666,9.931190490722656,0.0,9.931190490722656,9.931190490722656,15,671,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,16,671,23.02455975895836,0.0,1.7415720224380493,1.490825891494751,19.79216194152832,0.0,19.79216194152832,19.79216194152832,,,,,,,,,,,,,,,,
,,,,,,,,16,699,,,,,,,,,14.275360107421875,0.0,1.566650390625,3.9782750606536865,8.73043441772461,0.0,8.73043441772461,8.73043441772461,,,,,,,,
14.24621868133545,0.0,1.9132131338119507,1.6843760013580322,10.648630142211914,0.0,10.648630142211914,10.648630142211914,16,713,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,17,713,21.881350835164387,0.0,1.9152803421020508,1.6437662839889526,18.32230567932129,0.0,18.32230567932129,18.32230567932129,,,,,,,,,,,,,,,,
,,,,,,,,17,749,,,,,,,,,28.588218688964844,0.0,1.8330078125,0.8456488847732544,25.909561157226562,0.0,25.909561157226562,25.909561157226562,,,,,,,,
17.28680419921875,0.0,2.533996343612671,1.5729036331176758,13.179903984069824,0.0,13.179903984069824,13.179903984069824,17,755,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,18,755,21.990835326058523,0.0,2.2813427448272705,1.742335319519043,17.967153549194336,0.0,17.967153549194336,17.967153549194336,,,,,,,,,,,,,,,,
16.487112045288086,0.0,1.6945589780807495,3.2296059131622314,11.562948226928711,0.0,11.562948226928711,11.562948226928711,18,797,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,19,797,25.987023637408303,0.0,1.9187331199645996,2.923212766647339,21.145076751708984,0.0,21.145076751708984,21.145076751708984,,,,,,,,,,,,,,,,
,,,,,,,,19,799,,,,,,,,,8.639999389648438,0.0,1.186279296875,1.6950017213821411,5.758718490600586,0.0,5.758718490600586,5.758718490600586,,,,,,,,
14.718843460083008,0.0,1.694553256034851,1.727339267730713,11.296951293945312,0.0,11.296951293945312,11.296951293945312,19,839,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20,839,25.201084784099034,0.0,1.822521448135376,2.8560872077941895,20.522476196289062,0.0,20.522476196289062,20.522476196289062,,,,,,,,,,,,,,,,
,,,,,,,,20,849,,,,,,,,,22.00802230834961,0.0,1.074951171875,2.3671998977661133,18.56587028503418,0.0,18.56587028503418,18.56587028503418,,,,,,,,
15.905533790588379,0.0,2.155104637145996,1.4264663457870483,12.323963165283203,0.0,12.323963165283203,12.323963165283203,20,881,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,21,881,22.38155298005967,0.0,2.074477434158325,1.2793593406677246,19.02771759033203,0.0,19.02771759033203,19.02771759033203,,,,,,,,,,,,,,,,
,,,,,,,,21,899,,,,,,,,,35.15874099731445,0.0,2.19873046875,0.7999930381774902,32.16001892089844,0.0,32.16001892089844,32.16001892089844,,,,,,,,
11.474900245666504,0.0,1.5048588514328003,1.193257451057434,8.776784896850586,0.0,8.776784896850586,8.776784896850586,21,923,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,22,923,21.392922898133595,0.0,2.034162998199463,1.0749620199203491,18.283798217773438,0.0,18.283798217773438,18.283798217773438,,,,,,,,,,,,,,,,
,,,,,,,,22,949,,,,,,,,,15.610417366027832,0.0,0.9310302734375,0.679489016532898,13.999897956848145,0.0,13.999897956848145,13.999897956848145,,,,,,,,
16.380704879760742,0.0,2.31561279296875,1.7887831926345825,12.2763090133667,0.0,12.2763090133667,12.2763090133667,22,965,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,23,965,20.842022714160738,0.0,2.011518955230713,1.0237131118774414,17.806791305541992,0.0,17.806791305541992,17.806791305541992,,,,,,,,,,,,,,,,
,,,,,,,,23,999,,,,,,,,,7.750053405761719,0.0,1.200927734375,0.4662192463874817,6.082906723022461,0.0,6.082906723022461,6.082906723022461,,,,,,,,
17.455745697021484,0.0,2.3866052627563477,1.466294765472412,13.602846145629883,0.0,13.602846145629883,13.602846145629883,23,1007,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24,1007,23.24358103388832,0.0,1.959094762802124,1.1780076026916504,20.10647964477539,0.0,20.10647964477539,20.10647964477539,,,,,,,,,,,,,,,,
,,,,,,,,24,1049,,,,,,,,,34.843265533447266,0.0,3.001953125,0.5949519872665405,31.246360778808594,0.0,31.246360778808594,31.246360778808594,,,,,,,,
20.48479652404785,0.0,3.982433319091797,1.3832875490188599,15.119073867797852,0.0,15.119073867797852,15.119073867797852,24,1049,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,25,1049,21.050138337271555,0.0,2.015624523162842,1.1356697082519531,17.898841857910156,0.0,17.898841857910156,17.898841857910156,,,,,,,,,,,,,,,,
12.969291687011719,0.0,1.7985217571258545,1.3908346891403198,9.779934883117676,0.0,9.779934883117676,9.779934883117676,25,1091,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,26,1091,21.43705259050642,0.0,2.109710693359375,1.1215654611587524,18.205774307250977,0.0,18.205774307250977,18.205774307250977,,,,,,,,,,,,,,,,
,,,,,,,,26,1099,,,,,,,,,21.447216033935547,0.0,1.1710205078125,1.9189913272857666,18.35720443725586,0.0,18.35720443725586,18.35720443725586,,,,,,,,
10.64282512664795,0.0,1.5086718797683716,1.0963568687438965,8.037796974182129,0.0,8.037796974182129,8.037796974182129,26,1133,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,27,1133,20.3116919256392,0.0,2.1033949851989746,0.8394196033477783,17.368879318237305,0.0,17.368879318237305,17.368879318237305,,,,,,,,,,,,,,,,
,,,,,,,,27,1149,,,,,,,,,12.543439865112305,0.0,1.855499267578125,0.6665748357772827,10.021366119384766,0.0,10.021366119384766,10.021366119384766,,,,,,,,
19.624588012695312,0.0,2.6188647747039795,0.6794554591178894,16.326269149780273,0.0,16.326269149780273,16.326269149780273,27,1175,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,28,1175,20.63019034408388,0.0,2.1285698413848877,1.0520117282867432,17.449607849121094,0.0,17.449607849121094,17.449607849121094,,,,,,,,,,,,,,,,
,,,,,,,,28,1199,,,,,,,,,14.776117324829102,0.0,1.98291015625,1.6659430265426636,11.127264022827148,0.0,11.127264022827148,11.127264022827148,,,,,,,,
12.559368133544922,0.0,1.644844651222229,1.1114506721496582,9.803072929382324,0.0,9.803072929382324,9.803072929382324,28,1217,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,29,1217,21.652597103800094,0.0,2.004091501235962,1.1767741441726685,18.471731185913086,0.0,18.471731185913086,18.471731185913086,,,,,,,,,,,,,,,,
,,,,,,,,29,1249,,,,,,,,,19.54685401916504,0.0,1.961578369140625,1.2151682376861572,16.370107650756836,0.0,16.370107650756836,16.370107650756836,,,,,,,,
11.30398941040039,0.0,1.5788559913635254,0.9955219030380249,8.72961139678955,0.0,8.72961139678955,8.72961139678955,29,1259,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,30,1259,19.56671709106082,0.0,2.125584602355957,1.3384402990341187,16.102691650390625,0.0,16.102691650390625,16.102691650390625,,,,,,,,,,,,,,,,
,,,,,,,,30,1299,,,,,,,,,23.195655822753906,0.0,3.64349365234375,2.283095359802246,17.269065856933594,0.0,17.269065856933594,17.269065856933594,,,,,,,,
12.229216575622559,0.0,1.8609914779663086,1.0715919733047485,9.296632766723633,0.0,9.296632766723633,9.296632766723633,30,1301,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,31,1301,20.70435453596569,0.0,2.0535888671875,1.1354358196258545,17.515329360961914,0.0,17.515329360961914,17.515329360961914,,,,,,,,,,,,,,,,
13.120596885681152,0.0,1.8053151369094849,0.961129367351532,10.35415267944336,0.0,10.35415267944336,10.35415267944336,31,1343,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,32,1343,19.1302870398476,0.0,2.030663013458252,0.7383791208267212,16.361244201660156,0.0,16.361244201660156,16.361244201660156,,,,,,,,,,,,,,,,
,,,,,,,,32,1349,,,,,,,,,2.784545421600342,0.0,1.15673828125,0.3505015969276428,1.2773056030273438,0.0,1.2773056030273438,1.2773056030273438,,,,,,,,
9.626337051391602,0.0,1.4565011262893677,0.7035432457923889,7.466294288635254,0.0,7.466294288635254,7.466294288635254,32,1385,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,33,1385,18.65816812004362,0.0,2.2112741470336914,0.8101356029510498,15.636754989624023,0.0,15.636754989624023,15.636754989624023,,,,,,,,,,,,,,,,
,,,,,,,,33,1399,,,,,,,,,14.4085693359375,0.0,1.86712646484375,0.7453013062477112,11.796141624450684,0.0,11.796141624450684,11.796141624450684,,,,,,,,
8.804323196411133,0.0,1.16375732421875,0.4516042172908783,7.188961982727051,0.0,7.188961982727051,7.188961982727051,33,1427,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,34,1427,17.637890043712797,0.0,2.2292165756225586,0.7924696803092957,14.616203308105469,0.0,14.616203308105469,14.616203308105469,,,,,,,,,,,,,,,,
,,,,,,,,34,1449,,,,,,,,,28.68999671936035,0.0,3.1845703125,0.6961092948913574,24.809316635131836,0.0,24.809316635131836,24.809316635131836,,,,,,,,
9.309378623962402,0.0,1.4343172311782837,0.43979498744010925,7.435266971588135,0.0,7.435266971588135,7.435266971588135,34,1469,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,35,1469,18.417544012977963,0.0,2.188349485397339,0.7075053453445435,15.521689414978027,0.0,15.521689414978027,15.521689414978027,,,,,,,,,,,,,,,,
,,,,,,,,35,1499,,,,,,,,,7.0962395668029785,0.0,0.31158447265625,0.04626306891441345,6.738391876220703,0.0,6.738391876220703,6.738391876220703,,,,,,,,
9.024892807006836,0.0,1.3586736917495728,0.4961855113506317,7.170034408569336,0.0,7.170034408569336,7.170034408569336,35,1511,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,36,1511,18.459126370293752,0.0,2.2459821701049805,0.740620493888855,15.472526550292969,0.0,15.472526550292969,15.472526550292969,,,,,,,,,,,,,,,,
,,,,,,,,36,1549,,,,,,,,,12.910172462463379,0.0,2.101806640625,2.2851226329803467,8.523242950439453,0.0,8.523242950439453,8.523242950439453,,,,,,,,
8.900372505187988,0.0,1.2670528888702393,0.46533510088920593,7.167984962463379,0.0,7.167984962463379,7.167984962463379,36,1553,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,1553,16.988544481141226,0.0,2.141688823699951,0.685241162776947,14.161616325378418,0.0,14.161616325378418,14.161616325378418,,,,,,,,,,,,,,,,
10.975919723510742,0.0,1.6897125244140625,1.0471383333206177,8.239068984985352,0.0,8.239068984985352,8.239068984985352,37,1595,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,38,1595,16.771232446034748,0.0,2.190286159515381,0.5133411884307861,14.067606925964355,0.0,14.067606925964355,14.067606925964355,,,,,,,,,,,,,,,,
,,,,,,,,38,1599,,,,,,,,,12.693429946899414,0.0,2.0556640625,0.4910508394241333,10.14671516418457,0.0,10.14671516418457,10.14671516418457,,,,,,,,
9.016353607177734,0.0,1.5266852378845215,0.6858925223350525,6.803775787353516,0.0,6.803775787353516,6.803775787353516,38,1637,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,39,1637,16.61613593498866,0.0,1.979657530784607,0.6057838797569275,14.030695915222168,0.0,14.030695915222168,14.030695915222168,,,,,,,,,,,,,,,,
,,,,,,,,39,1649,,,,,,,,,3.7991414070129395,0.0,1.2901535034179688,0.1512666791677475,2.3577213287353516,0.0,2.3577213287353516,2.3577213287353516,,,,,,,,
9.273539543151855,0.0,1.2994450330734253,0.6545076370239258,7.319586753845215,0.0,7.319586753845215,7.319586753845215,39,1679,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,40,1679,16.889659779412405,0.0,2.3762598037719727,0.7400510907173157,13.773348808288574,0.0,13.773348808288574,13.773348808288574,,,,,,,,,,,,,,,,
,,,,,,,,40,1699,,,,,,,,,10.426176071166992,0.0,1.608123779296875,0.7212415933609009,8.096810340881348,0.0,8.096810340881348,8.096810340881348,,,,,,,,
9.346667289733887,0.0,1.610007405281067,0.66134113073349,7.075319290161133,0.0,7.075319290161133,7.075319290161133,40,1721,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,41,1721,17.082803652400063,0.0,2.237037181854248,0.6762490272521973,14.169517517089844,0.0,14.169517517089844,14.169517517089844,,,,,,,,,,,,,,,,
,,,,,,,,41,1749,,,,,,,,,17.385391235351562,0.0,1.62957763671875,0.023145444691181183,15.732667922973633,0.0,15.732667922973633,15.732667922973633,,,,,,,,
8.769885063171387,0.0,1.3034201860427856,0.620606541633606,6.845858097076416,0.0,6.845858097076416,6.845858097076416,41,1763,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,42,1763,16.235548592749097,0.0,1.8785535097122192,0.500896692276001,13.856098175048828,0.0,13.856098175048828,13.856098175048828,,,,,,,,,,,,,,,,
,,,,,,,,42,1799,,,,,,,,,9.66466999053955,0.0,1.558197021484375,0.6948334574699402,7.411639213562012,0.0,7.411639213562012,7.411639213562012,,,,,,,,
9.824994087219238,0.0,1.562501072883606,0.8208886981010437,7.441605091094971,0.0,7.441605091094971,7.441605091094971,42,1805,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,43,1805,16.023636464561736,0.0,2.2345683574676514,0.4785185754299164,13.310551643371582,0.0,13.310551643371582,13.310551643371582,,,,,,,,,,,,,,,,
10.617313385009766,0.0,1.6621111631393433,1.0487654209136963,7.906437397003174,0.0,7.906437397003174,7.906437397003174,43,1847,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,44,1847,16.478039525804064,0.0,2.128781795501709,0.45721766352653503,13.892040252685547,0.0,13.892040252685547,13.892040252685547,,,,,,,,,,,,,,,,
,,,,,,,,44,1849,,,,,,,,,13.043045043945312,0.0,1.311767578125,0.4791445732116699,11.252132415771484,0.0,11.252132415771484,11.252132415771484,,,,,,,,
10.264444351196289,0.0,1.6213867664337158,1.5356537103652954,7.1074042320251465,0.0,7.1074042320251465,7.1074042320251465,44,1889,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,45,1889,15.628701249758402,0.0,2.1106655597686768,0.4792248010635376,13.038809776306152,0.0,13.038809776306152,13.038809776306152,,,,,,,,,,,,,,,,
,,,,,,,,45,1899,,,,,,,,,16.496658325195312,0.0,1.7493896484375,1.0663567781448364,13.680912017822266,0.0,13.680912017822266,13.680912017822266,,,,,,,,
9.825994491577148,0.0,1.467929482460022,0.7384017109870911,7.619664192199707,0.0,7.619664192199707,7.619664192199707,45,1931,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,46,1931,16.079002786250342,0.0,2.149601697921753,0.9791241884231567,12.950276374816895,0.0,12.950276374816895,12.950276374816895,,,,,,,,,,,,,,,,
,,,,,,,,46,1949,,,,,,,,,10.60501766204834,0.0,1.747833251953125,0.04136168956756592,8.81582260131836,0.0,8.81582260131836,8.81582260131836,,,,,,,,
9.103951454162598,0.0,1.3438053131103516,0.8511251211166382,6.90902042388916,0.0,6.90902042388916,6.90902042388916,46,1973,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,47,1973,15.654753117334275,0.0,2.039597988128662,0.5950702428817749,13.020086288452148,0.0,13.020086288452148,13.020086288452148,,,,,,,,,,,,,,,,
,,,,,,,,47,1999,,,,,,,,,9.219557762145996,0.0,1.5743560791015625,0.07929530739784241,7.565906524658203,0.0,7.565906524658203,7.565906524658203,,,,,,,,
9.609006881713867,0.0,1.4664030075073242,0.682004988193512,7.460598945617676,0.0,7.460598945617676,7.460598945617676,47,2015,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,48,2015,14.811249332768577,0.0,2.117493152618408,0.5777686238288879,12.115987777709961,0.0,12.115987777709961,12.115987777709961,,,,,,,,,,,,,,,,
,,,,,,,,48,2049,,,,,,,,,12.415586471557617,0.0,1.5140380859375,0.849819540977478,10.051729202270508,0.0,10.051729202270508,10.051729202270508,,,,,,,,
10.941277503967285,0.0,2.388624668121338,1.1189531087875366,7.433699607849121,0.0,7.433699607849121,7.433699607849121,48,2057,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,49,2057,14.952697907175336,0.0,2.017810344696045,0.3619801998138428,12.572906494140625,0.0,12.572906494140625,12.572906494140625,,,,,,,,,,,,,,,,
,,,,,,,,49,2099,,,,,,,,,7.966115474700928,0.0,1.25634765625,0.3521629273891449,6.35760498046875,0.0,6.35760498046875,6.35760498046875,,,,,,,,
11.692893981933594,0.0,1.789015293121338,0.9130470156669617,8.990832328796387,0.0,8.990832328796387,8.990832328796387,49,2099,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,50,2099,15.665637954359962,0.0,2.26419734954834,0.47344788908958435,12.92799186706543,0.0,12.92799186706543,12.92799186706543,,,,,,,,,,,,,,,,
9.47471809387207,0.0,1.593422532081604,0.7093966007232666,7.17189884185791,0.0,7.17189884185791,7.17189884185791,50,2141,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,51,2141,15.595627776214055,0.0,2.0385076999664307,0.5234796404838562,13.033638954162598,0.0,13.033638954162598,13.033638954162598,,,,,,,,,,,,,,,,
,,,,,,,,51,2149,,,,,,,,,21.485347747802734,0.0,2.6884765625,0.07696843147277832,18.71990203857422,0.0,18.71990203857422,18.71990203857422,,,,,,,,
9.612905502319336,0.0,1.6373497247695923,0.8442995548248291,7.131256580352783,0.0,7.131256580352783,7.131256580352783,51,2183,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,52,2183,14.886654811246055,0.0,1.9622799158096313,0.7135255932807922,12.210848808288574,0.0,12.210848808288574,12.210848808288574,,,,,,,,,,,,,,,,
,,,,,,,,52,2199,,,,,,,,,13.695718765258789,0.0,1.81976318359375,0.6807176470756531,11.19523811340332,0.0,11.19523811340332,11.19523811340332,,,,,,,,
9.940465927124023,0.0,1.5985029935836792,0.8748943209648132,7.467068672180176,0.0,7.467068672180176,7.467068672180176,52,2225,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,53,2225,14.320301720074244,0.0,1.9281901121139526,0.42037340998649597,11.971736907958984,0.0,11.971736907958984,11.971736907958984,,,,,,,,,,,,,,,,
,,,,,,,,53,2249,,,,,,,,,21.427175521850586,0.0,1.7956695556640625,0.656564474105835,18.97494125366211,0.0,18.97494125366211,18.97494125366211,,,,,,,,
11.094497680664062,0.0,2.283053398132324,0.984981119632721,7.826463222503662,0.0,7.826463222503662,7.826463222503662,53,2267,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,54,2267,14.748146477199736,0.0,1.8370805978775024,0.4442020654678345,12.466863632202148,0.0,12.466863632202148,12.466863632202148,,,,,,,,,,,,,,,,
,,,,,,,,54,2299,,,,,,,,,15.05891227722168,0.0,2.15985107421875,0.34849852323532104,12.550562858581543,0.0,12.550562858581543,12.550562858581543,,,,,,,,
10.153275489807129,0.0,1.734701156616211,1.0010223388671875,7.417552471160889,0.0,7.417552471160889,7.417552471160889,54,2309,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,55,2309,14.89759539990198,0.0,2.139047145843506,0.3815932869911194,12.37695598602295,0.0,12.37695598602295,12.37695598602295,,,,,,,,,,,,,,,,
